,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,LotArea,LotFrontage,BsmtFinSF1,BsmtUnfSF,OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Id,SalePrice,clusters
141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11645,78.0,1300,434,7,1734,3,3,2,660,1734,1734,2,7,2005,2005,142,260000,1
142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8520,71.0,507,403,5,1385,2,2,2,720,910,910,2,6,1952,1952,143,166000,3
143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10335,78.0,679,811,7,1501,3,3,2,577,1490,1501,2,6,1999,1999,144,204000,3
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9100,70.0,1332,396,5,1728,2,2,2,504,1728,1728,2,10,1963,1963,145,125000,0
145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2522,24.0,0,970,6,1709,3,3,2,380,970,970,2,7,2004,2006,146,130000,0
146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6120,51.0,209,506,5,875,2,2,1,180,715,875,1,5,1931,1993,147,105000,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7500,63.0,680,400,7,1080,2,3,0,0,1080,1080,1,6,2004,2005,149,141000,0
150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10356,120.0,716,253,5,969,2,2,2,440,969,969,1,5,1975,1975,151,122000,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13891,107.0,1400,310,8,1710,3,3,3,866,1710,1710,2,6,2007,2008,152,372402,2
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11340,84.0,0,1200,6,1200,2,2,1,312,1200,1200,1,7,1923,1950,155,125000,0
155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,60.0,0,572,6,1096,2,2,0,0,572,572,1,5,1924,1950,156,79000,0
156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,0,0,5,1040,2,2,2,625,0,1040,1,5,1950,1950,157,109500,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12003,92.0,0,774,8,1968,3,4,3,680,774,774,2,8,2009,2010,158,269500,1
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12552,100.0,222,769,7,1947,3,3,2,678,991,991,2,8,2004,2005,159,254900,1
159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19378,134.0,57,1335,7,2462,3,3,2,576,1392,1392,2,9,2005,2006,160,320000,2
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13688,110.0,1016,556,9,2668,3,4,3,726,1572,1572,2,10,2003,2004,162,412500,2
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12182,95.0,1201,340,7,1541,3,3,2,532,1541,1541,2,7,2005,2005,163,220000,1
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,55.0,0,882,4,882,2,2,0,0,882,882,1,4,1956,1956,164,103200,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5400,40.0,370,779,6,1616,2,3,1,216,1149,1149,2,5,1926,2004,165,152000,0
165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10106,62.0,351,112,5,1355,2,2,0,0,644,808,2,6,1940,1999,166,127500,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10562,86.0,1288,294,8,2161,3,4,3,789,1582,1610,1,8,2007,2007,168,325624,2
168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8244,62.0,0,840,7,1720,3,3,2,440,840,840,2,7,2004,2004,169,183500,3
171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31770,141.0,639,441,6,1656,2,2,2,528,1080,1656,1,7,1960,1960,172,215000,3
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5306,44.0,495,354,7,1767,3,3,2,504,1064,1064,2,5,1987,1987,173,239000,1
173,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10197,80.0,288,700,6,1362,2,2,2,504,1362,1362,1,6,1961,1961,174,163000,3
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12416,47.0,1398,0,6,1651,2,2,2,616,1606,1651,2,7,1986,1986,175,184000,3
175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12615,84.0,477,725,6,2158,2,3,2,576,1202,2158,2,7,1950,2001,176,243000,1
176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10029,97.0,831,320,6,2060,3,2,2,521,1151,1164,2,8,1988,1989,177,211000,3
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17423,63.0,1904,312,9,2234,4,4,3,1166,2216,2234,2,9,2008,2009,179,501837,2
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8520,60.0,0,968,5,968,3,2,2,480,968,968,1,5,1923,2006,180,100000,0
181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7588,54.0,352,441,7,1802,2,2,1,216,793,901,1,9,1920,1950,182,200100,3
182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9060,60.0,0,0,5,1340,2,2,1,252,0,1340,1,7,1957,2006,183,120000,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11426,63.0,0,1362,7,2082,2,3,2,484,1362,1362,2,6,2003,2003,184,200000,3
184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7438,92.0,0,504,5,1252,2,2,2,576,504,936,1,5,1908,1991,185,127000,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22950,90.0,0,1107,10,3608,3,4,3,840,1107,1518,2,12,1892,1993,186,475000,2
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10410,60.0,0,660,5,1656,2,2,1,180,660,808,2,8,1916,1987,188,135000,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7018,64.0,1086,0,5,1224,2,2,2,528,1086,1224,0,6,1979,1979,189,153337,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4923,41.0,1153,440,8,1593,3,4,2,682,1593,1593,1,5,2001,2002,190,286000,1
190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10570,70.0,297,556,8,2727,3,3,2,440,853,1549,2,10,1932,1994,191,315000,2
192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9017,68.0,560,871,7,1431,3,3,2,666,1431,1431,2,6,1999,1999,193,192000,3
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2522,24.0,0,970,7,1709,3,3,2,380,970,970,2,7,2004,2004,194,130000,0
194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7180,60.0,390,474,5,864,2,2,1,352,864,864,1,5,1972,1972,195,127000,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2280,24.0,566,289,6,1456,2,2,2,440,855,855,2,7,1976,1976,196,148500,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9416,79.0,1126,600,7,1726,4,4,3,786,1726,1726,2,8,2007,2007,197,311872,2
197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25419,174.0,1036,140,8,3112,3,3,2,795,1360,1360,2,8,1918,1990,198,235000,1
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,92.0,0,755,6,2229,2,2,0,0,755,929,1,8,1912,1950,199,104000,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9591,76.0,1088,625,8,1713,3,4,3,856,1713,1713,2,7,2004,2005,200,274900,1
200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8546,80.0,0,1121,4,1121,2,2,2,440,1121,1121,2,5,2003,2004,201,140000,0
201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10125,75.0,641,276,6,1279,2,2,2,473,1196,1279,2,6,1977,1977,202,171500,3
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7000,50.0,617,0,6,1310,2,2,1,398,617,865,2,6,1924,1950,203,112000,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,50.0,312,408,5,1284,2,2,1,240,720,720,1,5,1947,1950,205,110000,0
205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11851,99.0,0,1424,7,1442,2,2,2,500,1424,1442,2,5,1990,1990,206,180500,3
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13673,40.0,0,1140,5,1696,2,2,1,349,1140,1696,1,8,1962,1962,207,143900,0
209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8250,75.0,787,305,6,1092,2,2,2,504,1092,1092,1,6,1964,1964,210,145000,0
210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5604,67.0,468,396,5,864,2,2,0,0,864,864,1,5,1925,1950,211,98000,0
211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10420,83.0,36,1176,6,1212,2,3,2,460,1212,1212,2,6,2009,2009,212,186000,3
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8640,72.0,822,78,7,1852,2,3,2,644,900,932,2,7,2009,2009,213,252678,1
213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13568,43.0,716,274,5,990,2,2,2,576,990,990,1,5,1995,1995,214,156000,0
215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10011,72.0,360,710,5,1236,2,3,1,447,1070,1236,1,6,1957,1996,216,134450,0
216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8450,65.0,946,490,7,1436,3,3,2,484,1436,1436,2,8,2004,2004,217,210000,3
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9906,57.0,0,686,4,1328,2,2,1,210,686,810,1,8,1925,1950,218,107000,0
219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3010,43.0,16,1232,7,1248,3,3,2,438,1248,1248,2,5,2005,2006,220,167240,3
220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8990,73.0,0,1498,7,1498,3,3,2,675,1498,1498,2,5,2006,2006,221,204900,3
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11475,85.0,550,163,6,1552,2,2,2,434,713,811,2,6,1975,1975,223,179900,3
223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10500,70.0,524,160,4,864,2,2,2,576,864,864,1,4,1971,1971,224,97000,0
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13472,103.0,56,2336,10,2392,4,4,3,968,2392,2392,2,8,2003,2003,225,386250,2
225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,21.0,0,630,5,1302,2,2,1,280,630,630,2,6,1971,1971,226,112000,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9950,82.0,565,638,7,2520,3,3,3,721,1203,1214,2,9,1995,1995,227,290000,1
227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1869,21.0,321,162,6,987,2,2,1,280,483,483,1,5,1970,1970,228,106000,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8521,70.0,842,70,5,912,2,2,1,336,912,912,1,5,1967,1967,229,125000,0
229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3182,43.0,16,1357,7,1555,3,3,2,430,1373,1555,2,7,2005,2006,230,192500,3
230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8760,73.0,0,1194,6,1194,2,2,1,312,1194,1194,1,6,1959,1959,231,148000,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15138,174.0,689,773,8,2794,3,4,3,810,1462,1490,2,9,1995,1996,232,403000,2
232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1680,21.0,0,483,6,987,2,2,1,288,483,483,1,5,1972,1972,233,94500,0
233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10650,75.0,182,0,5,894,2,2,1,308,894,894,1,5,1976,1976,234,128200,0
235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,21.0,358,125,6,987,2,2,1,264,483,483,1,5,1971,1971,236,89500,0
236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8773,65.0,24,1390,7,1414,3,3,2,494,1414,1414,2,6,2004,2004,237,185500,3
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12030,93.0,0,1694,8,1694,4,3,3,818,1694,1694,2,7,2007,2007,239,318000,2
239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8741,52.0,94,641,6,1487,2,2,1,220,735,798,1,7,1945,1950,240,113000,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9000,75.0,1078,488,8,1566,3,3,2,750,1566,1566,2,7,2008,2008,241,262500,1
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,40.0,329,357,5,866,2,3,0,0,686,866,1,4,1945,1997,242,110500,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5000,63.0,0,540,5,1440,2,2,1,352,540,889,1,6,1900,1950,243,79000,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10762,75.0,0,626,6,1217,2,2,1,288,626,626,1,6,1980,1980,244,120000,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10400,80.0,929,916,7,1872,2,2,2,604,1845,1872,2,6,1988,1988,246,241500,1
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9142,69.0,0,1020,6,1928,2,1,1,440,1020,908,2,9,1910,1950,247,137000,0
247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11310,75.0,0,1367,6,1375,2,2,2,451,1367,1375,1,5,1954,1954,248,140000,0
248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11317,72.0,0,840,7,1668,3,3,2,500,840,840,2,8,2003,2003,249,180000,3
250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5350,55.0,0,728,3,1306,2,1,0,0,728,1306,1,6,1940,1966,251,76500,0
251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4750,44.0,1573,0,8,1625,3,3,2,538,1573,1625,2,5,2006,2007,252,235000,1
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8366,65.0,0,798,6,1640,3,3,2,520,798,798,2,6,2004,2004,253,173000,3
253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9350,85.0,270,452,6,1302,2,3,1,309,1302,1302,2,7,1964,1991,254,158000,0
254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8400,70.0,922,392,5,1314,2,2,1,294,1314,1314,1,5,1957,1957,255,145000,0
255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8738,66.0,0,975,7,2291,3,3,2,429,975,1005,2,8,1999,1999,256,230000,1
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8791,64.0,503,361,6,1728,3,3,2,673,864,864,2,7,2003,2003,257,207500,3
257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8814,68.0,1334,270,7,1604,3,3,2,660,1604,1604,2,8,2006,2006,258,220000,1
258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12435,80.0,361,602,7,1792,3,3,2,564,963,963,2,7,2001,2001,259,231500,1
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12702,70.0,0,0,5,882,2,2,1,308,0,882,1,4,1956,1956,260,97000,0
260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19296,120.0,672,0,6,1382,2,2,2,884,1362,1382,1,6,1962,1962,261,176000,3
261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9588,69.0,0,1482,8,2574,3,4,3,868,1482,1482,2,10,2007,2007,262,276000,1
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8471,88.0,506,0,6,1212,2,2,2,492,506,1212,1,6,1977,1995,263,151000,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,50.0,234,0,5,1316,2,2,2,484,926,926,1,6,1929,2001,264,130000,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5232,30.0,0,680,5,764,2,2,2,504,680,764,1,4,1925,2004,265,73000,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12090,78.0,588,606,6,1422,2,3,2,576,1422,1422,2,7,1981,1981,266,175500,3
266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11207,70.0,714,88,6,1511,2,2,2,413,802,802,2,8,1997,1997,267,185000,3
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8400,60.0,378,342,5,2192,2,3,1,240,720,1052,2,8,1939,1997,268,179500,3
268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6900,71.0,403,212,5,778,2,2,1,924,740,778,1,4,1940,1955,269,120500,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10728,84.0,0,1095,8,1939,3,3,3,1053,1095,1095,2,8,2006,2006,271,266000,1
271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39104,73.0,226,96,7,1363,2,2,2,439,1385,1363,1,5,1954,2005,272,241500,1
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11764,92.0,524,628,8,2270,3,3,3,671,1152,1164,2,9,1999,2007,273,290000,1
273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9600,80.0,620,0,6,1632,2,2,1,338,1240,1632,2,6,1958,1988,274,139000,0
274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8314,76.0,546,270,5,816,2,2,1,264,816,816,1,5,1982,1982,275,124500,0
275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7264,55.0,0,952,7,1548,3,4,2,672,952,952,2,5,1925,2007,276,205000,3
276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9196,129.0,0,1560,7,1560,3,3,2,573,1560,1560,2,7,2003,2003,277,201000,3
277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19138,140.0,120,744,4,864,2,2,2,400,864,864,1,4,1951,1951,278,141000,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14450,107.0,0,2121,9,2121,4,4,3,732,2121,2121,2,8,2006,2007,279,415298,2
279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10005,83.0,392,768,7,2022,2,2,2,505,1160,1156,2,8,1977,1977,280,192000,3
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11287,82.0,421,386,7,1982,3,3,2,575,807,1175,2,7,1989,1989,281,228500,1
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7200,60.0,905,357,6,1262,3,3,2,572,1262,1262,2,5,2006,2006,282,185000,3
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5063,34.0,904,410,7,1314,3,3,2,626,1314,1314,2,6,2007,2008,283,207500,3
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9612,74.0,0,1468,8,1468,3,3,3,898,1468,1468,2,6,2008,2009,284,244600,1
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8012,50.0,430,1145,6,1575,3,3,2,529,1575,1575,2,5,1992,1992,285,179200,3
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4251,35.0,0,625,7,1250,3,3,2,528,625,625,2,5,2006,2007,286,164700,3
